doc_id,source_number,work_type,date,location,line,category,equipment1,equipment2,equipment3,equipment_full,work_duration_minutes,downtime_minutes,symptom,root_cause,action_taken,prevention,text
doc_000226,Rpt-0226,作業票,2022-06-05,第2工場,B1000 組立ラインC,機械,加工設備,マシニングセンタ,マシニングセンタ #2,加工設備 > マシニングセンタ > マシニングセンタ #2,114,0,製品の内径寸法が規格値(134±0.05)を外れ、87mmとなっている。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,主軸ベアリング（MY2N-D2）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
製品の内径寸法が規格値(134±0.05)を外れ、87mmとなっている。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
主軸ベアリング（MY2N-D2）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000227,Rpt-0227,作業票,2024-08-12,第3工場,C1000 検査ラインE,電気,センサー,流量計,流量計 #3,センサー > 流量計 > 流量計 #3,66,0,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,パラメータP-105を初期値に戻し、正常動作を確認。,定期点検項目への追加。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
パラメータP-105を初期値に戻し、正常動作を確認。

【備考】
定期点検項目への追加。"
doc_000228,Rpt-0228,修理票,2022-09-26,第3工場,C1000 検査ラインE,電気,通信機器,無線LANアダプタ,無線LANアダプタ #1,通信機器 > 無線LANアダプタ > 無線LANアダプタ #1,210,24,マグネットスイッチの振動値が管理基準(63mm/s)を超え、60mm/sを記録した。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,摺動面をオイルストーンで修正し、カジリを除去。,定期点検項目への追加。,"【現象】
マグネットスイッチの振動値が管理基準(63mm/s)を超え、60mm/sを記録した。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
定期点検項目への追加。"
doc_000229,Rpt-0229,作業票,2023-10-23,第3工場,C1000 検査ラインE,機械,組立設備,ナットランナー,ナットランナー #3,組立設備 > ナットランナー > ナットランナー #3,153,0,起動ボタンを押下したが、主軸ベアリングが応答せず、エラーコードE-547が表示された。,インバータ設定パラメータの誤変更。,摺動面をオイルストーンで修正し、カジリを除去。,保全カレンダーへの登録。,"【現象】
起動ボタンを押下したが、主軸ベアリングが応答せず、エラーコードE-547が表示された。

【原因】
インバータ設定パラメータの誤変更。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
保全カレンダーへの登録。"
doc_000230,Rpt-0230,作業票,2023-07-25,第2工場,B2000 組立ラインD,機械,組立設備,圧入機,圧入機 #2,組立設備 > 圧入機 > 圧入機 #2,245,0,油圧ポンプの振動値が管理基準(211mm/s)を超え、188mm/sを記録した。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,,"【現象】
油圧ポンプの振動値が管理基準(211mm/s)を超え、188mm/sを記録した。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
特になし。"
doc_000231,Rpt-0231,作業票,2024-05-13,第2工場,B1000 組立ラインC,電気,通信機器,無線LANアダプタ,無線LANアダプタ #2,通信機器 > 無線LANアダプタ > 無線LANアダプタ #2,94,0,製品の厚み寸法が規格値(102±0.05)を外れ、83mmとなっている。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,保全カレンダーへの登録。,"【現象】
製品の厚み寸法が規格値(102±0.05)を外れ、83mmとなっている。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
保全カレンダーへの登録。"
doc_000232,Rpt-0232,連絡票,2024-12-16,第2工場,B2000 組立ラインD,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #3,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #3,257,0,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,カップリングを交換し、モーターと負荷側の軸心を調整。,予備品の在庫発注点見直し。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
予備品の在庫発注点見直し。"
doc_000233,Rpt-0233,連絡票,2022-03-11,第2工場,B1000 組立ラインC,機械,加工設備,平面研削盤,平面研削盤 #1,加工設備 > 平面研削盤 > 平面研削盤 #1,231,0,ソレノイドバルブの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,予備品の在庫発注点見直し。,"【現象】
ソレノイドバルブの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
予備品の在庫発注点見直し。"
doc_000234,Rpt-0234,作業票,2023-09-11,第2工場,B2000 組立ラインD,機械,組立設備,カシメ機,カシメ機 #2,組立設備 > カシメ機 > カシメ機 #2,175,0,ソレノイドバルブの継ぎ目から作動油が漏れ、床面に油溜まりができている。,Vベルトの張力が規定値235Nに対し198Nまで低下していた。,シールド線のアース処理をやり直し、フェライトコアを追加。,定期点検項目への追加。,"【現象】
ソレノイドバルブの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
Vベルトの張力が規定値235Nに対し198Nまで低下していた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
定期点検項目への追加。"
doc_000235,Rpt-0235,連絡票,2022-05-17,第2工場,B1000 組立ラインC,電気,制御盤,リモートI/O盤,リモートI/O盤 #1,制御盤 > リモートI/O盤 > リモートI/O盤 #1,216,0,リミットスイッチのサーマルトリップが作動し、主電源が遮断された。,Oリング（CR-700）の経年劣化による硬化・亀裂。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,オペレーターへの清掃指導。,"【現象】
リミットスイッチのサーマルトリップが作動し、主電源が遮断された。

【原因】
Oリング（CR-700）の経年劣化による硬化・亀裂。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
オペレーターへの清掃指導。"
doc_000236,Rpt-0236,作業票,2021-05-26,第1工場,A2000 生産ラインB,電気,駆動制御,サーボアンプ,サーボアンプ #1,駆動制御 > サーボアンプ > サーボアンプ #1,155,0,DC24V電源の過負荷アラーム(OL)が頻発し、装置がチョコ停する。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,定期点検項目への追加。,"【現象】
DC24V電源の過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
定期点検項目への追加。"
doc_000237,Rpt-0237,修理票,2022-01-28,第2工場,B1000 組立ラインC,機械,組立設備,圧入機,圧入機 #3,組立設備 > 圧入機 > 圧入機 #3,265,36,シリンダーの動作速度が低下し、サイクルタイムが基準より59秒遅延している。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,予備品の在庫発注点見直し。,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より59秒遅延している。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
予備品の在庫発注点見直し。"
doc_000238,Rpt-0238,作業票,2024-08-28,第2工場,B1000 組立ラインC,機械,搬送設備,ローラーコンベア,ローラーコンベア #2,搬送設備 > ローラーコンベア > ローラーコンベア #2,40,0,起動ボタンを押下したが、減速機が応答せず、エラーコードE-320が表示された。,可動部のケーブルベア内で減速機用ケーブルが断線していた。,ラダープログラムを修正し、インターロック条件を見直した。,保全カレンダーへの登録。,"【現象】
起動ボタンを押下したが、減速機が応答せず、エラーコードE-320が表示された。

【原因】
可動部のケーブルベア内で減速機用ケーブルが断線していた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
保全カレンダーへの登録。"
doc_000239,Rpt-0239,作業票,2021-03-27,第3工場,C1000 検査ラインE,電気,制御盤,動力盤,動力盤 #2,制御盤 > 動力盤 > 動力盤 #2,117,0,起動ボタンを押下したが、光電管が応答せず、エラーコードE-856が表示された。,インバータ設定パラメータの誤変更。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,保全カレンダーへの登録。,"【現象】
起動ボタンを押下したが、光電管が応答せず、エラーコードE-856が表示された。

【原因】
インバータ設定パラメータの誤変更。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
保全カレンダーへの登録。"
doc_000240,Rpt-0240,修理票,2025-03-12,第3工場,C1000 検査ラインE,電気,通信機器,イーサネットユニット,イーサネットユニット #1,通信機器 > イーサネットユニット > イーサネットユニット #1,154,10,製品の内径寸法が規格値(108±0.05)を外れ、93mmとなっている。,マグネットスイッチ内部のベアリング（型式:E3Z-T61）が摩耗し、回転振れが生じていた。,センサー取付ブラケットを増し締めし、検出位置を再調整。,,"【現象】
製品の内径寸法が規格値(108±0.05)を外れ、93mmとなっている。

【原因】
マグネットスイッチ内部のベアリング（型式:E3Z-T61）が摩耗し、回転振れが生じていた。

【処置】
センサー取付ブラケットを増し締めし、検出位置を再調整。

【備考】
特になし。"
doc_000241,Rpt-0241,修理票,2021-01-13,第2工場,B1000 組立ラインC,電気,センサー,熱電対,熱電対 #3,センサー > 熱電対 > 熱電対 #3,160,2,上位システムとの通信エラーが発生し、生産実績データが送信できない。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
保全カレンダーへの登録。"
doc_000242,Rpt-0242,作業票,2022-07-04,第1工場,A1000 生産ラインA,電気,通信機器,イーサネットユニット,イーサネットユニット #4,通信機器 > イーサネットユニット > イーサネットユニット #4,47,0,シリンダーの動作速度が低下し、サイクルタイムが基準より98秒遅延している。,可動部のケーブルベア内でSSR用ケーブルが断線していた。,テンションメーターを用いて張力を規定値162Nに調整。,,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より98秒遅延している。

【原因】
可動部のケーブルベア内でSSR用ケーブルが断線していた。

【処置】
テンションメーターを用いて張力を規定値162Nに調整。

【備考】
特になし。"
doc_000243,Rpt-0243,修理票,2023-07-26,第1工場,A1000 生産ラインA,電気,駆動制御,サーボアンプ,サーボアンプ #2,駆動制御 > サーボアンプ > サーボアンプ #2,218,57,供給エア圧力が130MPaまで低下し、シリンダー動作が不安定になった。,カップリングの樹脂パーツが疲労破壊していた。,ヒューズ（CV-X100）を予備品と交換し、芯出し調整を実施。,定期点検項目への追加。,"【現象】
供給エア圧力が130MPaまで低下し、シリンダー動作が不安定になった。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
ヒューズ（CV-X100）を予備品と交換し、芯出し調整を実施。

【備考】
定期点検項目への追加。"
doc_000244,Rpt-0244,修理票,2022-02-25,第3工場,C1000 検査ラインE,電気,通信機器,タッチパネル(HMI),タッチパネル(HMI) #4,通信機器 > タッチパネル(HMI) > タッチパネル(HMI) #4,207,42,供給エア圧力が120MPaまで低下し、シリンダー動作が不安定になった。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,シールド線のアース処理をやり直し、フェライトコアを追加。,オペレーターへの清掃指導。,"【現象】
供給エア圧力が120MPaまで低下し、シリンダー動作が不安定になった。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
オペレーターへの清掃指導。"
doc_000245,Rpt-0245,修理票,2025-04-01,第1工場,A2000 生産ラインB,機械,組立設備,カシメ機,カシメ機 #4,組立設備 > カシメ機 > カシメ機 #4,85,22,ソレノイドバルブのサーマルトリップが作動し、主電源が遮断された。,可動部のケーブルベア内でリニアガイド用ケーブルが断線していた。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,予備品の在庫発注点見直し。,"【現象】
ソレノイドバルブのサーマルトリップが作動し、主電源が遮断された。

【原因】
可動部のケーブルベア内でリニアガイド用ケーブルが断線していた。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
予備品の在庫発注点見直し。"
doc_000246,Rpt-0246,修理票,2022-08-15,第2工場,B1000 組立ラインC,電気,制御盤,操作盤,操作盤 #4,制御盤 > 操作盤 > 操作盤 #4,49,60,サーボモーターの振動値が管理基準(101mm/s)を超え、69mm/sを記録した。,Vベルトの張力が規定値121Nに対し87Nまで低下していた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,,"【現象】
サーボモーターの振動値が管理基準(101mm/s)を超え、69mm/sを記録した。

【原因】
Vベルトの張力が規定値121Nに対し87Nまで低下していた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
特になし。"
doc_000247,Rpt-0247,修理票,2024-02-26,第2工場,B2000 組立ラインD,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #4,駆動制御 > ステッピングドライバ > ステッピングドライバ #4,249,49,タッチパネルの画面がフリーズし、操作を受け付けない。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,テンションメーターを用いて張力を規定値117Nに調整。,保全カレンダーへの登録。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
テンションメーターを用いて張力を規定値117Nに調整。

【備考】
保全カレンダーへの登録。"
doc_000248,Rpt-0248,作業票,2025-03-13,第1工場,A2000 生産ラインB,電気,センサー,近接スイッチ,近接スイッチ #2,センサー > 近接スイッチ > 近接スイッチ #2,225,0,ヒューズの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。,シールド線のアース処理をやり直し、フェライトコアを追加。,予備品の在庫発注点見直し。,"【現象】
ヒューズの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
スライド摺動面に切粉が噛み込み、動作抵抗が増大していた。

【処置】
シールド線のアース処理をやり直し、フェライトコアを追加。

【備考】
予備品の在庫発注点見直し。"
doc_000249,Rpt-0249,修理票,2023-03-09,第3工場,C1000 検査ラインE,機械,ユーティリティ,貫流ボイラー,貫流ボイラー #2,ユーティリティ > 貫流ボイラー > 貫流ボイラー #2,68,16,チャック爪の振動値が管理基準(151mm/s)を超え、122mm/sを記録した。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,予備品の在庫発注点見直し。,"【現象】
チャック爪の振動値が管理基準(151mm/s)を超え、122mm/sを記録した。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
予備品の在庫発注点見直し。"
doc_000250,Rpt-0250,修理票,2021-07-13,第1工場,A1000 生産ラインA,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #3,センサー > 圧力トランスミッタ > 圧力トランスミッタ #3,42,11,SSRの過負荷アラーム(OL)が頻発し、装置がチョコ停する。,インバータ設定パラメータの誤変更。,配管を分解清掃し、ディストリビューターを交換。給油動作を確認。,保全カレンダーへの登録。,"【現象】
SSRの過負荷アラーム(OL)が頻発し、装置がチョコ停する。

【原因】
インバータ設定パラメータの誤変更。

【処置】
配管を分解清掃し、ディストリビューターを交換。給油動作を確認。

【備考】
保全カレンダーへの登録。"
doc_000251,Rpt-0251,重大故障,2025-01-24,第3工場,C1000 検査ラインE,電気,制御盤,主制御盤,主制御盤 #1,制御盤 > 主制御盤 > 主制御盤 #1,246,289,上位システムとの通信エラーが発生し、生産実績データが送信できない。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,テンションメーターを用いて張力を規定値161Nに調整。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
テンションメーターを用いて張力を規定値161Nに調整。

【備考】
保全カレンダーへの登録。"
doc_000252,Rpt-0252,作業票,2021-03-08,第1工場,A2000 生産ラインB,機械,ユーティリティ,集塵機,集塵機 #4,ユーティリティ > 集塵機 > 集塵機 #4,158,0,原点復帰動作を行ったが、主軸ベアリング軸が完了位置手前で停止する。,アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。,テンションメーターを用いて張力を規定値23Nに調整。,保全カレンダーへの登録。,"【現象】
原点復帰動作を行ったが、主軸ベアリング軸が完了位置手前で停止する。

【原因】
アース不良によりノイズが信号線に重畳し、誤検知を引き起こした。

【処置】
テンションメーターを用いて張力を規定値23Nに調整。

【備考】
保全カレンダーへの登録。"
doc_000253,Rpt-0253,作業票,2021-12-28,第1工場,A1000 生産ラインA,電気,通信機器,タッチパネル(HMI),タッチパネル(HMI) #1,通信機器 > タッチパネル(HMI) > タッチパネル(HMI) #1,288,0,搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。,Oリング（6005DDU）の経年劣化による硬化・亀裂。,SSR（FX5U-32MT）を予備品と交換し、芯出し調整を実施。,オペレーターへの清掃指導。,"【現象】
搬送ベルトがスリップしており、ワークの搬送位置ズレが発生。

【原因】
Oリング（6005DDU）の経年劣化による硬化・亀裂。

【処置】
SSR（FX5U-32MT）を予備品と交換し、芯出し調整を実施。

【備考】
オペレーターへの清掃指導。"
doc_000254,Rpt-0254,作業票,2021-03-24,第2工場,B2000 組立ラインD,機械,搬送設備,オーバーヘッドホイスト,オーバーヘッドホイスト #1,搬送設備 > オーバーヘッドホイスト > オーバーヘッドホイスト #1,290,0,安全扉を閉じたがインターロックが解除されず、起動できない。,センサー位置が振動によりズレており、検出距離が限界を超えていた。,フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。,保全カレンダーへの登録。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
センサー位置が振動によりズレており、検出距離が限界を超えていた。

【処置】
フィルターを洗浄液で清掃し、エアブロー乾燥後に再装着。

【備考】
保全カレンダーへの登録。"
doc_000255,Rpt-0255,作業票,2023-12-13,第2工場,B2000 組立ラインD,機械,組立設備,圧入機,圧入機 #3,組立設備 > 圧入機 > 圧入機 #3,62,0,シリンダーの動作速度が低下し、サイクルタイムが基準より65秒遅延している。,Vベルトの張力が規定値182Nに対し171Nまで低下していた。,リニアガイド（CV-X100）を予備品と交換し、芯出し調整を実施。,,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より65秒遅延している。

【原因】
Vベルトの張力が規定値182Nに対し171Nまで低下していた。

【処置】
リニアガイド（CV-X100）を予備品と交換し、芯出し調整を実施。

【備考】
特になし。"
doc_000256,Rpt-0256,作業票,2021-01-25,第1工場,A2000 生産ラインB,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #1,駆動制御 > ステッピングドライバ > ステッピングドライバ #1,193,0,タッチパネルの画面がフリーズし、操作を受け付けない。,カップリングの樹脂パーツが疲労破壊していた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,予備品の在庫発注点見直し。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
予備品の在庫発注点見直し。"
doc_000257,Rpt-0257,作業票,2024-07-09,第1工場,A1000 生産ラインA,機械,組立設備,ナットランナー,ナットランナー #3,組立設備 > ナットランナー > ナットランナー #3,174,0,シリンダーの動作速度が低下し、サイクルタイムが基準より81秒遅延している。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,定期点検項目への追加。,"【現象】
シリンダーの動作速度が低下し、サイクルタイムが基準より81秒遅延している。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
定期点検項目への追加。"
doc_000258,Rpt-0258,修理票,2022-09-17,第1工場,A2000 生産ラインB,機械,加工設備,平面研削盤,平面研削盤 #4,加工設備 > 平面研削盤 > 平面研削盤 #4,50,9,上位システムとの通信エラーが発生し、生産実績データが送信できない。,Oリング（G3NA-210B）の経年劣化による硬化・亀裂。,ラダープログラムを修正し、インターロック条件を見直した。,保全カレンダーへの登録。,"【現象】
上位システムとの通信エラーが発生し、生産実績データが送信できない。

【原因】
Oリング（G3NA-210B）の経年劣化による硬化・亀裂。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
保全カレンダーへの登録。"
doc_000259,Rpt-0259,修理票,2022-06-01,第1工場,A1000 生産ラインA,電気,通信機器,無線LANアダプタ,無線LANアダプタ #1,通信機器 > 無線LANアダプタ > 無線LANアダプタ #1,77,13,リミットスイッチの継ぎ目から作動油が漏れ、床面に油溜まりができている。,カップリングの樹脂パーツが疲労破壊していた。,パラメータP-645を初期値に戻し、正常動作を確認。,,"【現象】
リミットスイッチの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
カップリングの樹脂パーツが疲労破壊していた。

【処置】
パラメータP-645を初期値に戻し、正常動作を確認。

【備考】
特になし。"
doc_000260,Rpt-0260,重大故障,2021-12-14,第3工場,C1000 検査ラインE,機械,搬送設備,ベルトコンベア,ベルトコンベア #2,搬送設備 > ベルトコンベア > ベルトコンベア #2,283,394,起動ボタンを押下したが、リニアガイドが応答せず、エラーコードE-432が表示された。,Oリング（E3Z-T61）の経年劣化による硬化・亀裂。,テンションメーターを用いて張力を規定値57Nに調整。,予備品の在庫発注点見直し。,"【現象】
起動ボタンを押下したが、リニアガイドが応答せず、エラーコードE-432が表示された。

【原因】
Oリング（E3Z-T61）の経年劣化による硬化・亀裂。

【処置】
テンションメーターを用いて張力を規定値57Nに調整。

【備考】
予備品の在庫発注点見直し。"
doc_000261,Rpt-0261,修理票,2024-10-15,第2工場,B2000 組立ラインD,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #1,駆動制御 > ステッピングドライバ > ステッピングドライバ #1,142,20,エンコーダの振動値が管理基準(48mm/s)を超え、10mm/sを記録した。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,カップリングを交換し、モーターと負荷側の軸心を調整。,オペレーターへの清掃指導。,"【現象】
エンコーダの振動値が管理基準(48mm/s)を超え、10mm/sを記録した。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
オペレーターへの清掃指導。"
doc_000262,Rpt-0262,修理票,2023-01-21,第3工場,C1000 検査ラインE,電気,駆動制御,サーボアンプ,サーボアンプ #1,駆動制御 > サーボアンプ > サーボアンプ #1,108,0,安全扉を閉じたがインターロックが解除されず、起動できない。,電磁開閉器の接点が溶着しており、遮断不能となっていた。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,予備品の在庫発注点見直し。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
電磁開閉器の接点が溶着しており、遮断不能となっていた。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
予備品の在庫発注点見直し。"
doc_000263,Rpt-0263,修理票,2024-01-19,第2工場,B1000 組立ラインC,機械,ユーティリティ,スクリューコンプレッサー,スクリューコンプレッサー #2,ユーティリティ > スクリューコンプレッサー > スクリューコンプレッサー #2,198,2,タッチパネルの画面がフリーズし、操作を受け付けない。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,ラダープログラムを修正し、インターロック条件を見直した。,オペレーターへの清掃指導。,"【現象】
タッチパネルの画面がフリーズし、操作を受け付けない。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
ラダープログラムを修正し、インターロック条件を見直した。

【備考】
オペレーターへの清掃指導。"
doc_000264,Rpt-0264,修理票,2022-09-09,第2工場,B2000 組立ラインD,電気,センサー,圧力トランスミッタ,圧力トランスミッタ #4,センサー > 圧力トランスミッタ > 圧力トランスミッタ #4,252,6,SSRの継ぎ目から作動油が漏れ、床面に油溜まりができている。,吸気フィルターが切粉と油分で完全に目詰まりしていた。,Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。,,"【現象】
SSRの継ぎ目から作動油が漏れ、床面に油溜まりができている。

【原因】
吸気フィルターが切粉と油分で完全に目詰まりしていた。

【処置】
Oリング全数を新品交換し、リークテストを実施して漏れなきことを確認。

【備考】
特になし。"
doc_000265,Rpt-0265,作業票,2021-03-24,第2工場,B1000 組立ラインC,電気,駆動制御,ステッピングドライバ,ステッピングドライバ #3,駆動制御 > ステッピングドライバ > ステッピングドライバ #3,224,0,起動ボタンを押下したが、SSRが応答せず、エラーコードE-657が表示された。,Oリング（FX5U-32MT）の経年劣化による硬化・亀裂。,パラメータP-676を初期値に戻し、正常動作を確認。,オペレーターへの清掃指導。,"【現象】
起動ボタンを押下したが、SSRが応答せず、エラーコードE-657が表示された。

【原因】
Oリング（FX5U-32MT）の経年劣化による硬化・亀裂。

【処置】
パラメータP-676を初期値に戻し、正常動作を確認。

【備考】
オペレーターへの清掃指導。"
doc_000266,Rpt-0266,作業票,2021-05-20,第2工場,B1000 組立ラインC,電気,通信機器,タッチパネル(HMI),タッチパネル(HMI) #1,通信機器 > タッチパネル(HMI) > タッチパネル(HMI) #1,244,0,ヒーター温度が設定値30℃まで上昇せず、29℃で頭打ちになる。,インバータ設定パラメータの誤変更。,摺動面をオイルストーンで修正し、カジリを除去。,オペレーターへの清掃指導。,"【現象】
ヒーター温度が設定値30℃まで上昇せず、29℃で頭打ちになる。

【原因】
インバータ設定パラメータの誤変更。

【処置】
摺動面をオイルストーンで修正し、カジリを除去。

【備考】
オペレーターへの清掃指導。"
doc_000267,Rpt-0267,作業票,2023-08-16,第2工場,B1000 組立ラインC,電気,通信機器,タッチパネル(HMI),タッチパネル(HMI) #4,通信機器 > タッチパネル(HMI) > タッチパネル(HMI) #4,233,0,安全扉を閉じたがインターロックが解除されず、起動できない。,PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。,カップリングを交換し、モーターと負荷側の軸心を調整。,オペレーターへの清掃指導。,"【現象】
安全扉を閉じたがインターロックが解除されず、起動できない。

【原因】
PLCプログラムのタイマー設定ミスにより、待機時間が不足していた。

【処置】
カップリングを交換し、モーターと負荷側の軸心を調整。

【備考】
オペレーターへの清掃指導。"
doc_000268,Rpt-0268,修理票,2022-09-28,第3工場,C1000 検査ラインE,機械,加工設備,油圧プレス機,油圧プレス機 #1,加工設備 > 油圧プレス機 > 油圧プレス機 #1,269,29,原点復帰動作を行ったが、油圧ポンプ軸が完了位置手前で停止する。,自動給油装置の配管詰まりにより、主軸ベアリングへの給油が行われていなかった。,接点不良のリレーを新品に交換し、I/Oチェックを実施。,,"【現象】
原点復帰動作を行ったが、油圧ポンプ軸が完了位置手前で停止する。

【原因】
自動給油装置の配管詰まりにより、主軸ベアリングへの給油が行われていなかった。

【処置】
接点不良のリレーを新品に交換し、I/Oチェックを実施。

【備考】
特になし。"
